"";"city_id";"town_id";"city_town";"district_neighborhood";"neighborhood_id";"subdivisions"
"32";1;1;"1 - Seyhan";"1 - SARIYAKUP MH.";10;NA
"33";1;1;"1 - Seyhan";"1 - MEYDAN MH.";33;NA
"34";1;1;"1 - Seyhan";"1 - SEHITDURAN MH.";11;NA
"35";1;1;"1 - Seyhan";"1 - KAYALIBAG MH.";163;NA
"36";1;1;"1 - Seyhan";"1 - DUMLUPINAR MH.";32;NA
"37";1;1;"1 - Seyhan";"1 - TURKOCAGI MH.";12;NA
"38";1;1;"1 - Seyhan";"1 - SUCUZADE MH.";18;NA
"39";1;1;"1 - Seyhan";"1 - YENIBEY MH.";13;NA
"40";1;1;"1 - Seyhan";"1 - DORTAGAC MH.";91;NA
"41";1;1;"1 - Seyhan";"1 - KAYISLI MH.";95;NA
"42";1;1;"1 - Seyhan";"1 - HURMALI MH.";28;NA
"43";1;1;"1 - Seyhan";"1 - ISTIKLAL MH.";29;NA
"44";1;1;"1 - Seyhan";"1 - ONUR MH.";38;NA
"45";1;1;"1 - Seyhan";"1 - DENIZLI MH.";51;NA
"46";1;15;"1 - Yumurtalik";"15 - HAMZALI MH.";855;NA
"47";1;15;"1 - Yumurtalik";"15 - KIRMIZIDAM MH.";859;NA
"48";1;15;"1 - Yumurtalik";"15 - KUZUPINARI MH.";860;NA
"49";1;2;"1 - Yuregir";"2 - YESIL BAGLAR MH.";122;NA
"50";1;2;"1 - Yuregir";"2 - DOGANKENT CUMHURIYET MH.";52674;NA
"51";1;2;"1 - Yuregir";"2 - BAHCELIEVLER MH.";112;NA
"52";1;2;"1 - Yuregir";"2 - GAZIPASA MH.";158;NA
"53";1;2;"1 - Yuregir";"2 - DUZCE MH.";193;NA
"54";1;2;"1 - Yuregir";"2 - SOLAKLI CUMHURIYET MH.";52686;NA
"55";1;2;"1 - Yuregir";"2 - BASAK MH.";115;NA
"56";1;2;"1 - Yuregir";"2 - YUNUS EMRE MH.";53001;NA
"57";1;2;"1 - Yuregir";"2 - KOPRUGOZU MH.";628;NA
"58";1;2;"1 - Yuregir";"2 - DEDE KORKUT MH.";53003;NA
"59";1;2;"1 - Yuregir";"2 - YUNUSOGLU HURRIYET MH.";52692;NA
"60";1;2;"1 - Yuregir";"2 - PEKMEZLI MH.";61318;NA
"61";1;2;"1 - Yuregir";"2 - AYDINCIK MH.";169;NA
"62";1;2;"1 - Yuregir";"2 - GOKCELI MH.";53007;NA
"63";1;2;"1 - Yuregir";"2 - KADIKOY MH.";187;NA
"64";1;2;"1 - Yuregir";"2 - YERDELEN MH.";201;NA
"65";1;2;"1 - Yuregir";"2 - YALNIZCA MH.";633;NA
"66";1;2;"1 - Yuregir";"2 - CAGIRKANLI MH.";170;NA
"67";1;2;"1 - Yuregir";"2 - SAZAK MH.";196;NA
"68";1;2;"1 - Yuregir";"2 - KIREMITHANE MH.";127;NA
"69";1;2;"1 - Yuregir";"2 - 19 MAYIS MH.";149;NA
"70";1;2;"1 - Yuregir";"2 - SINANPASA MH.";119;NA
"71";1;2;"1 - Yuregir";"2 - KOZA MH.";217;NA
"72";1;2;"1 - Yuregir";"2 - ANADOLU MH.";147;NA
"73";1;2;"1 - Yuregir";"2 - SARICAM MH.";53002;NA
"74";1;2;"1 - Yuregir";"2 - DOGANKENT KISLA MH.";52673;NA
"75";1;2;"1 - Yuregir";"2 - CUMHURIYET MH.";140;NA
"76";2;16;"2 - Adiyaman Merkez";"16 - AKPINAR KOYU";67431;"MALOĞLU MEZRASI"
"77";2;16;"2 - Adiyaman Merkez";"16 - AKDERE KOYU";946;"AKINCILAR (ÇERÇİYAN) MEZRASI"
"78";2;16;"2 - Adiyaman Merkez";"16 - ULUCAMI MH.";868;NA
"79";2;16;"2 - Adiyaman Merkez";"16 - KAPCAMI MH.";882;NA
"80";2;16;"2 - Adiyaman Merkez";"16 - GOZEBASI KOYU";911;"MADUN MEZRASI"
"81";2;16;"2 - Adiyaman Merkez";"16 - KAYALI KOYU";59352;NA
"82";2;16;"2 - Adiyaman Merkez";"16 - MARA MH.";869;NA
"83";2;16;"2 - Adiyaman Merkez";"16 - MUSALLA MH.";879;NA
"84";2;16;"2 - Adiyaman Merkez";"16 - BEBEK KOYU";948;"MAZLIK MEZRASI"
"85";2;16;"2 - Adiyaman Merkez";"16 - LOKMAN KOYU";925;NA
"86";2;16;"2 - Adiyaman Merkez";"16 - SIRATUT MH.";884;NA
"87";2;16;"2 - Adiyaman Merkez";"16 - ESKIHUSNUMANSUR KOYU";57786;NA
"88";2;17;"2 - Besni";"17 - DUMLUPINAR MH.";997;NA
"89";2;17;"2 - Besni";"17 - CIRIT MEYDANI MH.";1001;NA
"90";2;17;"2 - Besni";"17 - YENI BESNI MH.";1002;NA
"91";2;18;"2 - Celikhan";"18 - AKSU KOYU";58547;"DEVEBOYNU MEZRASI"
"92";2;21;"2 - Kahta";"21 - TURANLI KOYU";61337;"BÜYÜTME MEVKİİ"
"93";2;21;"2 - Kahta";"21 - CAYBASI KOYU";1200;"DUMANLI MEZRASI"
"94";2;22;"2 - Samsat";"22 - UZUNTEPE KOYU";1272;"AĞAKÖY MEZRASI"
"95";3;25;"3 - Afyonkarahisar Merkez";"25 - CUMHURIYET MH.";1448;NA
"96";3;25;"3 - Afyonkarahisar Merkez";"25 - AFYONKARAHISAR OSB MH.";1326;NA
"97";3;25;"3 - Afyonkarahisar Merkez";"25 - ERENLER MH.";1437;NA
"98";3;25;"3 - Afyonkarahisar Merkez";"25 - ZAFER MH.";1345;NA
"99";3;25;"3 - Afyonkarahisar Merkez";"25 - YUNUS EMRE MH.";1942;NA
"100";3;25;"3 - Afyonkarahisar Merkez";"25 - MECIDIYE MH.";1453;NA
"101";3;25;"3 - Afyonkarahisar Merkez";"25 - MARULCU MH.";1358;NA
"102";3;25;"3 - Afyonkarahisar Merkez";"25 - DAIRECEP MH.";59586;NA
"103";3;25;"3 - Afyonkarahisar Merkez";"25 - FAKIPASA MH.";59023;NA
"104";3;25;"3 - Afyonkarahisar Merkez";"25 - BURHANIYE KOYU";1381;NA
"105";3;25;"3 - Afyonkarahisar Merkez";"25 - SAADET KOYU";1399;NA
"106";3;25;"3 - Afyonkarahisar Merkez";"25 - YARENLER MH.";59017;NA
"107";3;25;"3 - Afyonkarahisar Merkez";"25 - SUMER MH.";59598;NA
"108";3;32;"3 - Dinar";"32 - YUKSEL KOYU";1732;"SAĞBAŞLI MEVKİİ"
"109";3;32;"3 - Dinar";"32 - CAMIKEBIR MH.";1670;NA
"110";3;32;"3 - Dinar";"32 - YUKSEL KOYU";1732;"AKKANATLI MEVKİİ"
"111";3;32;"3 - Dinar";"32 - CAKICI KOYU";1706;NA
"112";3;32;"3 - Dinar";"32 - TOPTEPE MH.";1686;NA
"113";3;32;"3 - Dinar";"32 - UCLERCE MH.";1671;NA
"114";3;33;"3 - Emirdag";"33 - TEPEKOY KOYU";1866;NA
"115";4;48;"4 - Patnos";"48 - YUNCULER KOYU";2812;NA
"116";68;876;"68 - Aksaray Merkez";"876 - ZINCIRLI MH.";47474;NA
"117";68;876;"68 - Aksaray Merkez";"876 - MINARECIK MH.";47465;NA
"118";68;876;"68 - Aksaray Merkez";"876 - DERE MH.";47458;NA
"119";68;876;"68 - Aksaray Merkez";"876 - HAMIDIYE MH.";47460;NA
"120";68;876;"68 - Aksaray Merkez";"876 - SOFULAR MH.";47471;NA
"121";68;876;"68 - Aksaray Merkez";"876 - HACIHASANLI MH.";47476;NA
"122";68;876;"68 - Aksaray Merkez";"876 - MUHSIN CELEBI MH.";47466;NA
"123";68;876;"68 - Aksaray Merkez";"876 - TASPINAR BELDESI";67468;"ERENLER OSB MH."
"124";68;878;"68 - Eskil";"878 - BASARAN KOYU";47673;"BUTACI YAYLASI YAYLA EVLERİ"
"125";68;878;"68 - Eskil";"878 - GUNESLI KOYU";47674;"KARABURUN YAYLASI YAYLA EVLERİ"
"126";5;51;"5 - Amasya Merkez";"51 - YUZEVLER MH.";2828;NA
"127";6;58;"6 - Altindag";"58 - ONDER MH.";3339;NA
"128";6;58;"6 - Altindag";"58 - ULUBEY MH.";3342;NA
"129";6;58;"6 - Altindag";"58 - SOLFASOL MH.";3334;NA
"130";6;58;"6 - Altindag";"58 - ATIFBEY MH.";3307;NA
"131";6;58;"6 - Altindag";"58 - HACI BAYRAM MH.";3287;NA
"132";6;70;"6 - Beypazari";"70 - BEYTEPE MH.";3987;NA
"133";6;70;"6 - Beypazari";"70 - RUSTEMPASA MH.";3985;NA
"134";6;70;"6 - Beypazari";"70 - ZAFER MH.";3986;NA
"135";6;70;"6 - Beypazari";"70 - ISTIKLAL MH.";3989;NA
"136";6;70;"6 - Beypazari";"70 - CUMHURIYET MH.";3990;NA
"137";6;59;"6 - Cankaya";"59 - DEVLET MH.";3461;NA
"138";6;59;"6 - Cankaya";"59 - CUMHURIYET MH.";3373;NA
"139";6;61;"6 - Kecioren";"61 - YESILOZ MH.";52782;NA
"140";6;62;"6 - Mamak";"62 - BOSTANCIK MH.";3613;NA
"141";6;62;"6 - Mamak";"62 - KOSTENCE MH.";3606;NA
"142";6;62;"6 - Mamak";"62 - DEMIRLIBAHCE MH.";3615;NA
"143";6;62;"6 - Mamak";"62 - SAFAKTEPE MH.";3616;NA
"144";6;81;"6 - Polatli";"81 - ESENTEPE MH.";4652;NA
"145";6;81;"6 - Polatli";"81 - GULVEREN MH.";4653;NA
"146";6;81;"6 - Polatli";"81 - YENI MH.";4660;NA
"147";6;63;"6 - Sincan";"63 - MALIKOY BASKENT OSB MH.";3720;NA
"148";6;64;"6 - Yenimahalle";"64 - ANADOLU MH.";3748;NA
"149";6;64;"6 - Yenimahalle";"64 - IVEDIKKOY MH.";3807;NA
"150";6;64;"6 - Yenimahalle";"64 - KARSIYAKA MH.";3751;NA
"151";7;89;"7 - Alanya";"89 - KARGICAK MH.";60371;NA
"152";7;89;"7 - Alanya";"89 - MAHMUTLAR MH.";5177;NA
"153";7;89;"7 - Alanya";"89 - KESTEL MH.";5135;NA
"154";7;89;"7 - Alanya";"89 - AVSALLAR MH.";60368;NA
"155";7;85;"7 - Konyaalti";"85 - LIMAN MH.";4945;NA
"156";7;85;"7 - Konyaalti";"85 - HURMA MH.";4942;NA
"157";7;85;"7 - Konyaalti";"85 - SARISU MH.";4949;NA
"158";7;83;"7 - Muratpasa";"83 - TOPCULAR MH.";4831;NA
"159";74;914;"74 - Bartin Merkez";"914 - ORTA MH.";49197;NA
"160";74;914;"74 - Bartin Merkez";"914 - KARASU KOYU";49234;"İNKUM İSKELE MEVKİİ"
"161";74;914;"74 - Bartin Merkez";"914 - GUZELCEHISAR KOYU";49231;"İNKUM YENİ MH."
"162";72;902;"72 - Besiri";"902 - UGURCA KOYU";48660;NA
"163";72;902;"72 - Besiri";"902 - UCKUYULAR KOYU";48668;NA
"164";69;883;"69 - Bayburt Merkez";"883 - YOLALTI KOYU";47889;"YOLALTI OSB MEVKİİ"
"165";11;146;"11 - Bilecik Merkez";"146 - BASKOY KOYU";66428;"MÜCAVİR DIŞI MEVKİİ"
"166";11;146;"11 - Bilecik Merkez";"146 - HURRIYET 2.OSB MH.";55889;NA
"167";11;146;"11 - Bilecik Merkez";"146 - ISTIKLAL MH.";8091;NA
"168";11;152;"11 - Sogut";"152 - CALTI KOYU";55442;"ŞEN MEVKİİ"
"169";12;156;"12 - Genc";"156 - YENIYAZI KOYU";8545;"FIRAT MEZRASI"
"170";14;169;"14 - Bolu Merkez";"169 - FASIL KOYU";9220;"URAN MEVKİİ"
"171";14;169;"14 - Bolu Merkez";"169 - PELITCIK KOYU";9255;"ŞABANLAR MEVKİİ"
"172";14;169;"14 - Bolu Merkez";"169 - BUYUKCAMI MH.";9165;NA
"173";14;170;"14 - Dortdivan";"170 - DOGANCILAR KOYU";9330;"GEREDE YOLU MEVKİİ"
"174";14;171;"14 - Gerede";"171 - YAKAKAYA KOYU";9395;"YUNUSLAR  MEVKİİ"
"175";14;171;"14 - Gerede";"171 - ORTA MH.";54281;NA
"176";14;171;"14 - Gerede";"171 - BAHCEDERE KOYU";9416;"MERKEZ MEVKİİ"
"177";14;174;"14 - Mengen";"174 - KUZGOL KOYU";54029;"YILDIZ MEVKİİ"
"178";14;174;"14 - Mengen";"174 - TEBERIKLER KOYU";9566;"YONSAKLAR MEVKİİ"
"179";14;175;"14 - Mudurnu";"175 - SURMELI KOYU";9601;"ÇAYIRALTI MEVKİİ"
"180";15;181;"15 - Bucak";"181 - CAMLICAOSB MH.";55464;NA
"181";15;178;"15 - Burdur Merkez";"178 - KUYU MH.";9706;NA
"182";15;178;"15 - Burdur Merkez";"178 - KARASENIR MH.";9739;NA
"183";15;178;"15 - Burdur Merkez";"178 - DEGIRMENLER MH.";9710;NA
"184";15;178;"15 - Burdur Merkez";"178 - INONU MH.";9736;NA
"185";15;178;"15 - Burdur Merkez";"178 - KONAK MH.";9729;NA
"186";15;178;"15 - Burdur Merkez";"178 - PAZAR MH.";9735;NA
"187";15;178;"15 - Burdur Merkez";"178 - CESMEDAMI MH.";9732;NA
"188";15;183;"15 - Celtikci";"183 - CEBIS KOYU";9896;"ORTAYOL MEVKİİ"
"189";15;184;"15 - Golhisar";"184 - SORKUN KOYU";9916;NA
"190";16;198;"16 - Karacabey";"198 - FEVZIPASA MH.";10620;NA
"191";16;189;"16 - Nilufer";"189 - FETHIYEOSB MH.";10029;NA
"192";16;190;"16 - Osmangazi";"190 - DEMIRTAS DUMLUPINAROSB MH.";53245;NA
"193";16;190;"16 - Osmangazi";"190 - SELIMIYE MH.";10107;NA
"194";16;190;"16 - Osmangazi";"190 - HOCAHASAN MH.";10102;NA
"195";16;190;"16 - Osmangazi";"190 - CIRPAN MH.";10101;NA
"196";16;190;"16 - Osmangazi";"190 - INTIZAM MH.";10103;NA
"197";16;190;"16 - Osmangazi";"190 - ALTIPARMAK MH.";10100;NA
"198";16;190;"16 - Osmangazi";"190 - ALACAMESCIT MH.";10078;NA
"199";16;190;"16 - Osmangazi";"190 - AHMETPASA MH.";10098;NA
"200";16;190;"16 - Osmangazi";"190 - KIREMITCI MH.";10118;NA
"201";16;190;"16 - Osmangazi";"190 - SANTRAL GARAJ MH.";10129;NA
"202";16;190;"16 - Osmangazi";"190 - DOGANBEY MH.";10115;NA
"203";16;190;"16 - Osmangazi";"190 - SEHABETTINPASA MH.";10105;NA
"204";16;190;"16 - Osmangazi";"190 - KURUCESME MH.";10104;NA
"205";16;205;"16 - Yenisehir ";"205 - HIDIRBALI MH.";11040;NA
"206";16;191;"16 - Yildirim";"191 - ANADOLU MH.";10211;NA
"207";16;191;"16 - Yildirim";"191 - DUACINARI MH.";10207;NA
"208";16;191;"16 - Yildirim";"191 - BEYAZIT MH.";10243;NA
"209";17;207;"17 - Ayvacik ";"207 - ADATEPE KOYU";11226;"PINARALTI MEVKİİ"
"210";17;207;"17 - Ayvacik ";"207 - PASAKOY KOYU";11191;"PAŞAKÖY ALTI MEVKİİ"
"211";17;208;"17 - Bayramic";"208 - BEKIRLER KOYU";11288;NA
"212";17;209;"17 - Biga";"209 - AGAKOY KOYU";11321;"AĞAKÖY (MÜCAVİR) MEVKİİ"
"213";17;206;"17 - Canakkale Merkez";"206 - ISIKLAR KOYU";11114;"TESTİCİKIRI MEVKİİ"
"214";17;206;"17 - Canakkale Merkez";"206 - KEMALPASA MH.";11107;NA
"215";17;214;"17 - Gelibolu";"214 - KAVAKKOY BELDESI";68278;"CUMHURİYET MH."
"216";17;214;"17 - Gelibolu";"214 - BURHANLI KOYU";11595;"DOĞA MEVKİİ"
"217";17;214;"17 - Gelibolu";"214 - ADILHAN KOYU";11618;"BOSTANLIK MEVKİİ"
"218";17;1024;"17 - Gokceada";"1024 - SIRINKOY KOYU";56755;NA
"219";18;218;"18 - Cankiri Merkez";"218 - INCILI  CESME MH.";11780;NA
"220";18;218;"18 - Cankiri Merkez";"218 - AYAN KOYU";67729;"MERKEZ MEVKİİ"
"221";18;218;"18 - Cankiri Merkez";"218 - TABAKHANE MH.";11782;NA
"222";18;221;"18 - Cerkes";"221 - ORENKOY KOYU";11932;"DERE YAYLA YAYLA EVLERİ"
"223";18;221;"18 - Cerkes";"221 - YESILOZ KOYU";66439;"YEŞİLOVA MEVKİİ"
"224";18;223;"18 - Ilgaz";"223 - ODEMIS KOYU";12012;"SARAY MEVKİİ"
"225";18;225;"18 - Korgun";"225 - BUYUKOSB MH.";12077;NA
"226";18;226;"18 - Kursunlu";"226 - SARIALAN KOYU";67706;"PINARCIK MEVKİİ"
"227";18;228;"18 - Sabanozu";"228 - MARTKOY KOYU";12180;"ÇADIR MEVKİİ"
"228";19;230;"19 - Corum Merkez";"230 - KADIKIRI KOYU";12340;"KADIKIRI MÜCAVİR MEVKİİ"
"229";19;230;"19 - Corum Merkez";"230 - SARIMBEY KOYU";12276;"SARIMBEY MÜCAVİR MEVKİİ"
"230";19;230;"19 - Corum Merkez";"230 - KARAPINAR KOYU";12352;"KARAPINAR MÜCAVİR MEVKİİ"
"231";19;230;"19 - Corum Merkez";"230 - ESKIEKIN KOYU";12315;"HARMANTARLA MEVKİİ"
"232";19;230;"19 - Corum Merkez";"230 - COMARBASI KOYU";58786;"RIÇVANLAR MEVKİİ"
"233";19;230;"19 - Corum Merkez";"230 - HAMDIKOY KOYU";12329;"AŞAĞI MEVKİİ"
"234";19;230;"19 - Corum Merkez";"230 - CEPNI MH.";12231;NA
"235";20;244;"20 - Merkezefendi";"244 - ZAFER MH.";13187;NA
"236";21;267;"21 - Bismil";"267 - KARACIK MH.";14071;NA
"237";21;267;"21 - Bismil";"267 - KARAPINAR MH.";53530;NA
"238";21;279;"21 - Silvan";"279 - COBANTEPE MH.";14814;NA
"239";81;951;"81 - Duzce Merkez";"951 - ORHANGAZI MH.";60557;NA
"240";81;951;"81 - Duzce Merkez";"951 - BURHANIYE MH.";50901;NA
"241";23;293;"23 - Baskil";"293 - KARAKAS KOYU";15484;"YUKARI ATLILAR MEZRASI"
"242";23;289;"23 - Elazig Merkez";"289 - OKSUZUSAGI KOYU";68178;"ALİ ÇAVUŞ MEZRASI"
"243";23;289;"23 - Elazig Merkez";"289 - SANAYI MH.";15221;NA
"244";23;289;"23 - Elazig Merkez";"289 - CARSI MH.";15199;NA
"245";23;289;"23 - Elazig Merkez";"289 - SUTLUCE KOYU";66367;NA
"246";23;289;"23 - Elazig Merkez";"289 - SUTLUCE KOYU";66367;"SÜTLÜCE MEVKİİ"
"247";23;289;"23 - Elazig Merkez";"289 - ALACA KOYU";59488;"ALACA(MERKEZ) MEVKİİ"
"248";23;289;"23 - Elazig Merkez";"289 - BALLICA KOYU";51515;"BALLICA MEVKİİ"
"249";23;295;"23 - Keban";"295 - BADEMLI KOYU";15634;"SİNO MEZRASI MEZRASI"
"250";23;295;"23 - Keban";"295 - ALTIYAKA KOYU";68161;"DEDE MEZRASI"
"251";23;299;"23 - Sivrice";"299 - BEKCITEPE KOYU";15806;"DOĞANLAR MEZRASI"
"252";24;300;"24 - Erzincan Merkez";"300 - KARAAGAC MH.";15862;NA
"253";24;302;"24 - Ilic";"302 - AGILDERE KOYU";16080;"APUŞTA MEZRASI"
"254";24;303;"24 - Kemah";"303 - GOLKAYNAK KOYU";16127;"GİNDİRA MEVKİİ"
"255";24;307;"24 - Tercan";"307 - KONARLI KOYU";16448;NA
"256";24;307;"24 - Tercan";"307 - CALKISLA KOYU";64109;NA
"257";26;329;"26 - Odunpazari";"329 - 75. YIL OSB MH.";17864;NA
"258";26;329;"26 - Odunpazari";"329 - HUZUR MH.";17862;NA
"259";26;330;"26 - Tepebasi";"330 - MUTTALIP ORTA MH.";17965;NA
"260";27;346;"27 - Araban";"346 - DUMLUPINAR MH.";18722;NA
"261";27;346;"27 - Araban";"346 - MEHMET GOKCEK MH.";18725;NA
"262";27;347;"27 - Islahiye";"347 - ORTULU MH.";18821;NA
"263";27;347;"27 - Islahiye";"347 - HURRIYET MH.";18783;NA
"264";27;347;"27 - Islahiye";"347 - CEVDETPASA MH.";18776;NA
"265";27;347;"27 - Islahiye";"347 - FEVZI CAKMAK MH.";18782;NA
"266";27;347;"27 - Islahiye";"347 - PINARBASI MH.";19042;NA
"267";27;347;"27 - Islahiye";"347 - DEGIRMENCIK MH.";18799;NA
"268";27;347;"27 - Islahiye";"347 - ERENLER MH.";18781;NA
"269";27;347;"27 - Islahiye";"347 - AYDINLIK MH.";18772;NA
"270";27;347;"27 - Islahiye";"347 - BEYLER MH.";18774;NA
"271";27;347;"27 - Islahiye";"347 - DERVISPASA MH.";18780;NA
"272";27;347;"27 - Islahiye";"347 - ATATURK MH.";18771;NA
"273";27;347;"27 - Islahiye";"347 - KIRIKCALI MH.";18815;NA
"274";27;347;"27 - Islahiye";"347 - YENI MH.";18785;NA
"275";27;347;"27 - Islahiye";"347 - HACI ALI OZTURK MH.";55599;NA
"276";27;348;"27 - Karkamis";"348 - GURCAY MH.";18865;NA
"277";27;348;"27 - Karkamis";"348 - BESKILIC MH.";18859;NA
"278";27;348;"27 - Karkamis";"348 - LOJMANLAR MH.";18852;NA
"279";27;348;"27 - Karkamis";"348 - KEPIRLER MH.";18869;NA
"280";27;348;"27 - Karkamis";"348 - BALABAN MH.";18858;NA
"281";27;348;"27 - Karkamis";"348 - ERENYOLU MH.";18864;NA
"282";27;348;"27 - Karkamis";"348 - AKCAKOY MH.";18853;NA
"283";27;348;"27 - Karkamis";"348 - YARIMCA MH.";18883;NA
"284";27;349;"27 - Nizip";"349 - BELKIS (MERKEZ) MH.";18510;NA
"285";27;349;"27 - Nizip";"349 - CUMHURIYET MH.";18892;NA
"286";27;349;"27 - Nizip";"349 - SIHLAR MH.";18908;NA
"287";27;349;"27 - Nizip";"349 - SAHA MH.";18906;NA
"288";27;349;"27 - Nizip";"349 - TAHTANI MH.";18909;NA
"289";27;349;"27 - Nizip";"349 - SAHINBEY MH.";18907;NA
"290";27;349;"27 - Nizip";"349 - ISTASYON MH.";18898;NA
"291";27;349;"27 - Nizip";"349 - FEVZI PASA MH.";18895;NA
"292";27;349;"27 - Nizip";"349 - HAFIZPASA MH.";18897;NA
"293";27;349;"27 - Nizip";"349 - PAZAR CAMII MH.";18905;NA
"294";27;349;"27 - Nizip";"349 - ZEYTINLIK MH.";18912;NA
"295";27;349;"27 - Nizip";"349 - FEVKANI MH.";18894;NA
"296";27;349;"27 - Nizip";"349 - ISTIKLAL MH.";18899;NA
"297";27;349;"27 - Nizip";"349 - NAMIK KEMAL MH.";18902;NA
"298";27;349;"27 - Nizip";"349 - BELKIS MH.";58824;NA
"299";27;349;"27 - Nizip";"349 - TURNALI MH.";18979;NA
"300";27;349;"27 - Nizip";"349 - ATATURK MH.";18890;NA
"301";27;349;"27 - Nizip";"349 - KIBRIS MH.";18901;NA
"302";27;349;"27 - Nizip";"349 - NAHIRTEPE MH.";18966;NA
"303";27;349;"27 - Nizip";"349 - YESILEVLER MH.";18910;NA
"304";27;349;"27 - Nizip";"349 - MIMAR SINAN MH.";18904;NA
"305";27;350;"27 - Nurdagi";"350 - ASLANLI MH.";18994;NA
"306";27;350;"27 - Nurdagi";"350 - GEDIKLI MH.";19011;NA
"307";27;350;"27 - Nurdagi";"350 - ESENYURT MH.";18997;NA
"308";27;345;"27 - Oguzeli";"345 - TASCANAK MH.";18712;NA
